index,Country,NBT Name/Title,NBT Text,index,Country,Number ,Type,Mitigation or adaptation,NDC Target Text,generated_sample
1,Belize,TARGET A1,"By 2020, a framework has been designed and adopted to guide the harmonization of policies that positively impact biodiversity, across all Government departments.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
2,Belize,TARGET A2,"By 2020, Belize has legislated and implemented a national harmonized system of environmental standards and incentives that promote environmental responsibility and sustainability.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
3,Belize,TARGET A3,"By 2020, 100% of relevant national development decisions in Belize take into consideration ecosystem services and biodiversity relevance to the national economy.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
4,Belize,GOAL B (PRESSURES),"Direct and indirect pressures on Belizes marine, freshwater and terrestrial ecosystems are reduced to sustain and enhance national biodiversity and ecosystem services.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
5,Belize,TARGET B1,"By 2020, primary extractive natural resource use in terrestrial, freshwater and marine environments is guided by sustainable management plans, with improved biodiversity sustainability.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
6,Belize,TARGET B2,"By 2020, 80% of businesses monitored in Belize are compliant with environmental standards.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
7,Belize,TARGET B3,"Between 2016 and 2020, Belize has limited its net rate of land use change for prioritized natural ecosystems/areas to no more than 0.6% per year.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
8,Belize,TARGET B4,"By 2020, Belize is restoring 30% of degraded ecosystems to maintain and improve the status of ecosystems and ecosystem services essential for increasing Belizes resilience to climate change impacts.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
9,Belize,TARGET B5,"By 2025, Belize is addressing its trans-boundary issues, with 20% reduction in terrestrial impacts and 50% reduction in illegal fishing from trans-boundary incursions.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
10,Belize,TARGET A4,"By 2020, 100% of relevant Government, 75% of civil society and 50% of the general public in Belize have increased awareness and appreciation of biodiversity and demonstrate active good stewardship.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
11,Belize,TARGET B6,"By 2018, Belize has a strengthened system in place for early detection and effective management of invasive species.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
12,Belize,GOAL C (PROTECTION),Functional ecosystems and viable populations of Belizes biodiversity are maintained and strengthened,53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
13,Belize,TARGET C1,"By 2030, Belizes natural landscapes and seascapes are all functional and build biodiversity resilience to climate change.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
14,Belize,TARGET C2,"By 2020, three key corridors identified under the National Protected Areas Policy and System Plan are physically and legally established, and effectively managed.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
15,Belize,TARGET C3,"Between 2016 and 2030, no species will become functionally extinct in Belize.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
16,Belize,TARGET C4,"By 2020, average management effectiveness of the National Protected Areas System has increased to 80%.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
17,Belize,TARGET C5,"By 2020, Belize is implementing a biosafety policy that safeguards against large-scale loss of biological integrity.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
18,Belize,GOAL D (BENEFITS),"Strengthened provision of ecosystem services, ecosystem-based management and the equitable sharing of benefits from biodiversity.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
19,Belize,TARGET D1,"By 2025, key ecosystem services are sustainably managed and resilient to threats.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
