index,Country,NBT Name/Title,NBT Text,Unnamed: 3,Unnamed: 4,index,Country,Theme,Mitigation and Adaptation Component,Mitigation and Adaptation Component Text,generated_sample,0.020030234
1235,Costa Rica,M.18.,To have a national list of endangered and threatened species updated every five years.,,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1236,Costa Rica,M.19.,"The number of seized species of fauna and flora (including products and by-products, especially CITES) is reduced.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1237,Costa Rica,M.20.,"Determine the number of areas with captive wildlife and their status, as well as systematized Ex Situ collections.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1238,Costa Rica,M.21.,Improve public awareness of the illegality and problems associated with wildlife trade and possession (linked to topic 5).,,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1239,Costa Rica,M.22.,Eight initiatives or projects to improve the conservation of wild relatives of crops important for food and agriculture by 2020.,,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1240,Costa Rica,M.23.,Conservation measures for endangered native forest species are improved.,,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1241,Costa Rica,M.24.,"By 2020, measures for seed conservation and production (food and native forest) will be supported and established in indigenous peoples and local communities with cultural and gender-sensitive relevance.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1242,Costa Rica,M.25.,"By 2020, the main agroecosystems will be characterized and geographically identified.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1243,Costa Rica,M.26.,"By 2020, to have a biodiversity characterization of at least three productive systems (forestry, agriculture, aquaculture and fisheries) and in health (vectors).",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1244,Costa Rica,M.27.,"By 2018, the country will have defined a list of priority invasive species to develop protocols and management measures.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1245,Costa Rica,M.28.,"By 2020, better knowledge and technical provisions will be in place to control at least five prioritized invasive species.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1246,Costa Rica,M.29.,"By 2020, capacities will be strengthened to assess, avoid and prevent the risks of introducing LMOs (living modified organisms) into their environment, as well as possible impacts resulting from synthetic biology.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1247,Costa Rica,M.30.,"By 2018, cumulative impact assessment methods will be determined.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1248,Costa Rica,M.31.,"By 2018, establish a digital platform that allows citizens and public institutions to carry out their procedures before SETENA in a structured, accessible and online way; including geospatial data to update and feedback MINAE's thematic maps.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1249,Costa Rica,M.32.,"By 2020, technical tools will be available to assess ecological limits, particularly freshwater and coastal marine.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1250,Costa Rica,M.33.,"By 2020, a technical instrument will be implemented for the environmental assessment of plans, authorization for the use and exploitation of natural resources, and human activities developed in coastal and marine areas. This instrument will be developed with a focus on rights, gender and cultural relevance.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1251,Costa Rica,M.34.,Decrease by 10% the number of forest fires outside the PSAs.,,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1252,Costa Rica,M.35.,Maintain 90% of the forest fires attended in the PNE level 1.,,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1253,Costa Rica,M.36.,Decrease by 5% the number of forest fires within the PSAs.,,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1254,Costa Rica,M.37.,Increase by 25% the number of kilometers of mitigation works constructed within the PSAs.,,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1255,Costa Rica,M.38.,"By 2020, there will be a trend towards a reduction in the net consumption of agrochemicals in the country, based on the implementation of sustainable practices.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1256,Costa Rica,M.39.,"By 2020, at least 90% of erosion complaints will be addressed and resolved.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1257,Costa Rica,M.40.,"By 2020, there will be a nationwide scheduling and monitoring of reservoir releases.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1258,Costa Rica,M.41.,"By 2020, reduce to 50% the number of environmental complaints related to illegal detour of water bodies.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1259,Costa Rica,M.42.,"By 2018, there will be a system in place that publishes images of forest cover loss and gain and land uses from 2017 onwards.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1260,Costa Rica,M.43.,"By 2020, baseline populations of priority species will be known.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1261,Costa Rica,M.44.,"By 2020, hydrobiological resource stocks will be sustainably managed using the ecosystem-based approach.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.","#Yes. #1. Similarities: The Mitigation and Adaptation component and the NBT both mention the ecosystem-based approach. 2. Recommendations: To further align the Mitigation and Adaptation component text with the NBT, it could explicitly mention the sustainable management of hydrobiological resource stocks and the incorporation of the ecosystem-based approach in planning instruments beyond just MAG and INCOPESCA, such as other relevant institutions involved in biodiversity management.",
1262,Costa Rica,M.45.,"By 2020, efforts will be strengthened and coordinated to monitor complaints and resolutions related to biodiversity issues.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1263,Costa Rica,M.46.,"By 2020, the capacities of the planning processes for the protection, prevention and control of impacts inside and outside the protected wildlife areas under the administration or guardianship of SINAC will be strengthened.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1264,Costa Rica,M.47.,"By 2020, there will be 12 new organized groups that will officially contribute to SINAC's prevention, protection and control activities.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1265,Costa Rica,M.48.,"By 2018, 800 hectares will have been acquired within national parks and biological reserves.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1266,Costa Rica,M.49.,"By 2020, a financial mechanism will be in place for the acquisition of privately owned lands located in NP and BR pending acquisition by the State.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
1267,Costa Rica,M.50.,"By 2020, the delimitation of the baseline of the coastline and the different maritime zones of the country's marine territory will be made official, taking into account climate scenarios.",,,41,Costa Rica,Adaptation,Goal 7.6.,"By 2026, MAG and INCOPESCA incorporate the ecosystem-based adaptation approach in their planning instruments, such as annual operational plans and other institutional plans that require it.",#No.,
